data,valor
01-01-1991,0.004482
01-02-1991,0.01
01-03-1991,0.01
01-04-1991,0.01
01-05-1991,0.01
01-06-1991,0.01
01-07-1991,0.01
01-08-1991,0.01
01-09-1991,0.02
01-10-1991,0.02
01-11-1991,0.02
01-12-1991,0.02
01-01-1992,0.03
01-02-1992,0.03
01-03-1992,0.03
01-04-1992,0.03
01-05-1992,0.08
01-06-1992,0.08
01-07-1992,0.08
01-08-1992,0.08
01-09-1992,0.19
01-10-1992,0.19
01-11-1992,0.19
01-12-1992,0.19
01-01-1993,0.45
01-02-1993,0.45
01-03-1993,0.62
01-04-1993,0.62
01-05-1993,1.2
01-06-1993,1.2
01-07-1993,1.69
01-08-1993,2.01
01-09-1993,3.49
01-10-1993,4.37
01-11-1993,5.46
01-12-1993,6.82
01-01-1994,11.96
01-02-1994,15.57
01-03-1994,18.29
01-04-1994,26.01
01-05-1994,37.41
01-06-1994,53.68
01-07-1994,64.79
01-08-1994,64.79
01-09-1994,70
01-10-1994,70
01-11-1994,70
01-12-1994,70
01-01-1995,70
01-02-1995,70
01-03-1995,70
01-04-1995,70
01-05-1995,100
01-06-1995,100
01-07-1995,100
01-08-1995,100
01-09-1995,100
01-10-1995,100
01-11-1995,100
01-12-1995,100
01-01-1996,100
01-02-1996,100
01-03-1996,100
01-04-1996,100
01-05-1996,112
01-06-1996,112
01-07-1996,112
01-08-1996,112
01-09-1996,112
01-10-1996,112
01-11-1996,112
01-12-1996,112
01-01-1997,112
01-02-1997,112
01-03-1997,112
01-04-1997,112
01-05-1997,120
01-06-1997,120
01-07-1997,120
01-08-1997,120
01-09-1997,120
01-10-1997,120
01-11-1997,120
01-12-1997,120
01-01-1998,120
01-02-1998,120
01-03-1998,120
01-04-1998,120
01-05-1998,130
01-06-1998,130
01-07-1998,130
01-08-1998,130
01-09-1998,130
01-10-1998,130
01-11-1998,130
01-12-1998,130
01-01-1999,130
01-02-1999,130
01-03-1999,130
01-04-1999,130
01-05-1999,136
01-06-1999,136
01-07-1999,136
01-08-1999,136
01-09-1999,136
01-10-1999,136
01-11-1999,136
01-12-1999,136
01-01-2000,136
01-02-2000,136
01-03-2000,136
01-04-2000,151
01-05-2000,151
01-06-2000,151
01-07-2000,151
01-08-2000,151
01-09-2000,151
01-10-2000,151
01-11-2000,151
01-12-2000,151
01-01-2001,151
01-02-2001,151
01-03-2001,151
01-04-2001,180
01-05-2001,180
01-06-2001,180
01-07-2001,180
01-08-2001,180
01-09-2001,180
01-10-2001,180
01-11-2001,180
01-12-2001,180
01-01-2002,180
01-02-2002,180
01-03-2002,180
01-04-2002,200
01-05-2002,200
01-06-2002,200
01-07-2002,200
01-08-2002,200
01-09-2002,200
01-10-2002,200
01-11-2002,200
01-12-2002,200
01-01-2003,200
01-02-2003,200
01-03-2003,200
01-04-2003,240
01-05-2003,240
01-06-2003,240
01-07-2003,240
01-08-2003,240
01-09-2003,240
01-10-2003,240
01-11-2003,240
01-12-2003,240
01-01-2004,240
01-02-2004,240
01-03-2004,240
01-04-2004,240
01-05-2004,260
01-06-2004,260
01-07-2004,260
01-08-2004,260
01-09-2004,260
01-10-2004,260
01-11-2004,260
01-12-2004,260
01-01-2005,260
01-02-2005,260
01-03-2005,260
01-04-2005,260
01-05-2005,300
01-06-2005,300
01-07-2005,300
01-08-2005,300
01-09-2005,300
01-10-2005,300
01-11-2005,300
01-12-2005,300
01-01-2006,300
01-02-2006,300
01-03-2006,300
01-04-2006,350
01-05-2006,350
01-06-2006,350
01-07-2006,350
01-08-2006,350
01-09-2006,350
01-10-2006,350
01-11-2006,350
01-12-2006,350
01-01-2007,350
01-02-2007,350
01-03-2007,350
01-04-2007,380
01-05-2007,380
01-06-2007,380
01-07-2007,380
01-08-2007,380
01-09-2007,380
01-10-2007,380
01-11-2007,380
01-12-2007,380
01-01-2008,380
01-02-2008,380
01-03-2008,415
01-04-2008,415
01-05-2008,415
01-06-2008,415
01-07-2008,415
01-08-2008,415
01-09-2008,415
01-10-2008,415
01-11-2008,415
01-12-2008,415
01-01-2009,415
01-02-2009,465
01-03-2009,465
01-04-2009,465
01-05-2009,465
01-06-2009,465
01-07-2009,465
01-08-2009,465
01-09-2009,465
01-10-2009,465
01-11-2009,465
01-12-2009,465
01-01-2010,510
01-02-2010,510
01-03-2010,510
01-04-2010,510
01-05-2010,510
01-06-2010,510
01-07-2010,510
01-08-2010,510
01-09-2010,510
01-10-2010,510
01-11-2010,510
01-12-2010,510
01-01-2011,540
01-02-2011,540
01-03-2011,545
01-04-2011,545
01-05-2011,545
01-06-2011,545
01-07-2011,545
01-08-2011,545
01-09-2011,545
01-10-2011,545
01-11-2011,545
01-12-2011,545
01-01-2012,622
01-02-2012,622
01-03-2012,622
01-04-2012,622
01-05-2012,622
01-06-2012,622
01-07-2012,622
01-08-2012,622
01-09-2012,622
01-10-2012,622
01-11-2012,622
01-12-2012,622
01-01-2013,678
01-02-2013,678
01-03-2013,678
01-04-2013,678
01-05-2013,678
01-06-2013,678
01-07-2013,678
01-08-2013,678
01-09-2013,678
01-10-2013,678
01-11-2013,678
01-12-2013,678
01-01-2014,724
01-02-2014,724
01-03-2014,724
01-04-2014,724
01-05-2014,724
01-06-2014,724
01-07-2014,724
01-08-2014,724
01-09-2014,724
01-10-2014,724
01-11-2014,724
01-12-2014,724
01-01-2015,788
01-02-2015,788
01-03-2015,788
01-04-2015,788
01-05-2015,788
01-06-2015,788
01-07-2015,788
01-08-2015,788
01-09-2015,788
01-10-2015,788
01-11-2015,788
01-12-2015,788
01-01-2016,880
01-02-2016,880
01-03-2016,880
01-04-2016,880
01-05-2016,880
01-06-2016,880
01-07-2016,880
01-08-2016,880
01-09-2016,880
01-10-2016,880
01-11-2016,880
01-12-2016,880
01-01-2017,937
01-02-2017,937
01-03-2017,937
01-04-2017,937
01-05-2017,937
01-06-2017,937
01-07-2017,937
01-08-2017,937
01-09-2017,937
01-10-2017,937
01-11-2017,937
01-12-2017,937
01-01-2018,954
01-02-2018,954
01-03-2018,954
01-04-2018,954
01-05-2018,954
01-06-2018,954
01-07-2018,954
01-08-2018,954
01-09-2018,954
01-10-2018,954
01-11-2018,954
01-12-2018,954
01-01-2019,998
01-02-2019,998
01-03-2019,998
01-04-2019,998
01-05-2019,998
01-06-2019,998
01-07-2019,998
01-08-2019,998
01-09-2019,998
01-10-2019,998
01-11-2019,998
01-12-2019,998
01-01-2020,1039
01-02-2020,1045
01-03-2020,1045
01-04-2020,1045
01-05-2020,1045
01-06-2020,1045
01-07-2020,1045
01-08-2020,1045
01-09-2020,1045
01-10-2020,1045
01-11-2020,1045
01-12-2020,1045
01-01-2021,1100
01-02-2021,1100
01-03-2021,1100
01-04-2021,1100
01-05-2021,1100
01-06-2021,1100
01-07-2021,1100
01-08-2021,1100
01-09-2021,1100
01-10-2021,1100
01-11-2021,1100
01-12-2021,1100
01-01-2022,1212
01-02-2022,1212
01-03-2022,1212
01-04-2022,1212
01-05-2022,1212
01-06-2022,1212
01-07-2022,1212
01-08-2022,1212
01-09-2022,1212
01-10-2022,1212
01-11-2022,1212
01-12-2022,1212
01-01-2023,1302
01-02-2023,1302
01-03-2023,1302
01-04-2023,1302
01-05-2023,1320
01-06-2023,1320
01-07-2023,1320
01-08-2023,1320
01-09-2023,1320
01-10-2023,1320
01-11-2023,1320
01-12-2023,1320
01-01-2024,1412
01-02-2024,1412
01-03-2024,1412
01-04-2024,1412
01-05-2024,1412
01-06-2024,1412
01-07-2024,1412
01-08-2024,1412
01-09-2024,1412
01-10-2024,1412
01-11-2024,1412
01-12-2024,1412
01-01-2025,1518
01-02-2025,1518
01-03-2025,1518
01-04-2025,1518
01-05-2025,1518
01-06-2025,1518
01-07-2025,1518
01-08-2025,1518
01-09-2025,1518
01-10-2025,1518
01-11-2025,1518
