data,valor
01-07-1940,8.7273e-14
01-08-1940,8.7273e-14
01-09-1940,8.7273e-14
01-10-1940,8.7273e-14
01-11-1940,8.7273e-14
01-12-1940,8.7273e-14
01-01-1941,8.7273e-14
01-02-1941,8.7273e-14
01-03-1941,8.7273e-14
01-04-1941,8.7273e-14
01-05-1941,8.7273e-14
01-06-1941,8.7273e-14
01-07-1941,8.7273e-14
01-08-1941,8.7273e-14
01-09-1941,8.7273e-14
01-10-1941,8.7273e-14
01-11-1941,8.7273e-14
01-12-1941,8.7273e-14
01-01-1942,8.7273e-14
01-02-1942,8.7273e-14
01-03-1942,8.7273e-14
01-04-1942,8.7273e-14
01-05-1942,8.7273e-14
01-06-1942,8.7273e-14
01-07-1942,8.7273e-14
01-08-1942,8.7273e-14
01-09-1942,8.7273e-14
01-10-1942,8.7273e-14
01-11-1942,8.7273e-14
01-12-1942,8.7273e-14
01-01-1943,8.7273e-14
01-02-1943,8.7273e-14
01-03-1943,8.7273e-14
01-04-1943,8.7273e-14
01-05-1943,8.7273e-14
01-06-1943,8.7273e-14
01-07-1943,1.0909e-13
01-08-1943,1.0909e-13
01-09-1943,1.0909e-13
01-10-1943,1.0909e-13
01-11-1943,1.0909e-13
01-12-1943,1.3818e-13
01-01-1944,1.3818e-13
01-02-1944,1.3818e-13
01-03-1944,1.3818e-13
01-04-1944,1.3818e-13
01-05-1944,1.3818e-13
01-06-1944,1.3818e-13
01-07-1944,1.3818e-13
01-08-1944,1.3818e-13
01-09-1944,1.3818e-13
01-10-1944,1.3818e-13
01-11-1944,1.3818e-13
01-12-1944,1.3818e-13
01-01-1945,1.3818e-13
01-02-1945,1.3818e-13
01-03-1945,1.3818e-13
01-04-1945,1.3818e-13
01-05-1945,1.3818e-13
01-06-1945,1.3818e-13
01-07-1945,1.3818e-13
01-08-1945,1.3818e-13
01-09-1945,1.3818e-13
01-10-1945,1.3818e-13
01-11-1945,1.3818e-13
01-12-1945,1.3818e-13
01-01-1946,1.3818e-13
01-02-1946,1.3818e-13
01-03-1946,1.3818e-13
01-04-1946,1.3818e-13
01-05-1946,1.3818e-13
01-06-1946,1.3818e-13
01-07-1946,1.3818e-13
01-08-1946,1.3818e-13
01-09-1946,1.3818e-13
01-10-1946,1.3818e-13
01-11-1946,1.3818e-13
01-12-1946,1.3818e-13
01-01-1947,1.3818e-13
01-02-1947,1.3818e-13
01-03-1947,1.3818e-13
01-04-1947,1.3818e-13
01-05-1947,1.3818e-13
01-06-1947,1.3818e-13
01-07-1947,1.3818e-13
01-08-1947,1.3818e-13
01-09-1947,1.3818e-13
01-10-1947,1.3818e-13
01-11-1947,1.3818e-13
01-12-1947,1.3818e-13
01-01-1948,1.3818e-13
01-02-1948,1.3818e-13
01-03-1948,1.3818e-13
01-04-1948,1.3818e-13
01-05-1948,1.3818e-13
01-06-1948,1.3818e-13
01-07-1948,1.3818e-13
01-08-1948,1.3818e-13
01-09-1948,1.3818e-13
01-10-1948,1.3818e-13
01-11-1948,1.3818e-13
01-12-1948,1.3818e-13
01-01-1949,1.3818e-13
01-02-1949,1.3818e-13
01-03-1949,1.3818e-13
01-04-1949,1.3818e-13
01-05-1949,1.3818e-13
01-06-1949,1.3818e-13
01-07-1949,1.3818e-13
01-08-1949,1.3818e-13
01-09-1949,1.3818e-13
01-10-1949,1.3818e-13
01-11-1949,1.3818e-13
01-12-1949,1.3818e-13
01-01-1950,1.3818e-13
01-02-1950,1.3818e-13
01-03-1950,1.3818e-13
01-04-1950,1.3818e-13
01-05-1950,1.3818e-13
01-06-1950,1.3818e-13
01-07-1950,1.3818e-13
01-08-1950,1.3818e-13
01-09-1950,1.3818e-13
01-10-1950,1.3818e-13
01-11-1950,1.3818e-13
01-12-1950,1.3818e-13
01-01-1951,1.3818e-13
01-02-1951,1.3818e-13
01-03-1951,1.3818e-13
01-04-1951,1.3818e-13
01-05-1951,1.3818e-13
01-06-1951,1.3818e-13
01-07-1951,1.3818e-13
01-08-1951,1.3818e-13
01-09-1951,1.3818e-13
01-10-1951,1.3818e-13
01-11-1951,1.3818e-13
01-12-1951,1.3818e-13
01-01-1952,4.3636e-13
01-02-1952,4.3636e-13
01-03-1952,4.3636e-13
01-04-1952,4.3636e-13
01-05-1952,4.3636e-13
01-06-1952,4.3636e-13
01-07-1952,4.3636e-13
01-08-1952,4.3636e-13
01-09-1952,4.3636e-13
01-10-1952,4.3636e-13
01-11-1952,4.3636e-13
01-12-1952,4.3636e-13
01-01-1953,4.3636e-13
01-02-1953,4.3636e-13
01-03-1953,4.3636e-13
01-04-1953,4.3636e-13
01-05-1953,4.3636e-13
01-06-1953,4.3636e-13
01-07-1953,4.3636e-13
01-08-1953,4.3636e-13
01-09-1953,4.3636e-13
01-10-1953,4.3636e-13
01-11-1953,4.3636e-13
01-12-1953,4.3636e-13
01-01-1954,4.3636e-13
01-02-1954,4.3636e-13
01-03-1954,4.3636e-13
01-04-1954,4.3636e-13
01-05-1954,4.3636e-13
01-06-1954,4.3636e-13
01-07-1954,8.7273e-13
01-08-1954,8.7273e-13
01-09-1954,8.7273e-13
01-10-1954,8.7273e-13
01-11-1954,8.7273e-13
01-12-1954,8.7273e-13
01-01-1955,8.7273e-13
01-02-1955,8.7273e-13
01-03-1955,8.7273e-13
01-04-1955,8.7273e-13
01-05-1955,8.7273e-13
01-06-1955,8.7273e-13
01-07-1955,8.7273e-13
01-08-1955,8.7273e-13
01-09-1955,8.7273e-13
01-10-1955,8.7273e-13
01-11-1955,8.7273e-13
01-12-1955,8.7273e-13
01-01-1956,8.7273e-13
01-02-1956,8.7273e-13
01-03-1956,8.7273e-13
01-04-1956,8.7273e-13
01-05-1956,8.7273e-13
01-06-1956,8.7273e-13
01-07-1956,8.7273e-13
01-08-1956,1.3818e-12
01-09-1956,1.3818e-12
01-10-1956,1.3818e-12
01-11-1956,1.3818e-12
01-12-1956,1.3818e-12
01-01-1957,1.3818e-12
01-02-1957,1.3818e-12
01-03-1957,1.3818e-12
01-04-1957,1.3818e-12
01-05-1957,1.3818e-12
01-06-1957,1.3818e-12
01-07-1957,1.3818e-12
01-08-1957,1.3818e-12
01-09-1957,1.3818e-12
01-10-1957,1.3818e-12
01-11-1957,1.3818e-12
01-12-1957,1.3818e-12
01-01-1958,1.3818e-12
01-02-1958,1.3818e-12
01-03-1958,1.3818e-12
01-04-1958,1.3818e-12
01-05-1958,1.3818e-12
01-06-1958,1.3818e-12
01-07-1958,1.3818e-12
01-08-1958,1.3818e-12
01-09-1958,1.3818e-12
01-10-1958,1.3818e-12
01-11-1958,1.3818e-12
01-12-1958,1.3818e-12
01-01-1959,2.1818e-12
01-02-1959,2.1818e-12
01-03-1959,2.1818e-12
01-04-1959,2.1818e-12
01-05-1959,2.1818e-12
01-06-1959,2.1818e-12
01-07-1959,2.1818e-12
01-08-1959,2.1818e-12
01-09-1959,2.1818e-12
01-10-1959,2.1818e-12
01-11-1959,2.1818e-12
01-12-1959,2.1818e-12
01-01-1960,2.1818e-12
01-02-1960,2.1818e-12
01-03-1960,2.1818e-12
01-04-1960,2.1818e-12
01-05-1960,2.1818e-12
01-06-1960,2.1818e-12
01-07-1960,2.1818e-12
01-08-1960,2.1818e-12
01-09-1960,2.1818e-12
01-10-1960,3.4909e-12
01-11-1960,3.4909e-12
01-12-1960,3.4909e-12
01-01-1961,3.4909e-12
01-02-1961,3.4909e-12
01-03-1961,3.4909e-12
01-04-1961,3.4909e-12
01-05-1961,3.4909e-12
01-06-1961,3.4909e-12
01-07-1961,3.4909e-12
01-08-1961,3.4909e-12
01-09-1961,3.4909e-12
01-10-1961,4.8873e-12
01-11-1961,4.8873e-12
01-12-1961,4.8873e-12
01-01-1962,4.8873e-12
01-02-1962,4.8873e-12
01-03-1962,4.8873e-12
01-04-1962,4.8873e-12
01-05-1962,4.8873e-12
01-06-1962,4.8873e-12
01-07-1962,4.8873e-12
01-08-1962,4.8873e-12
01-09-1962,4.8873e-12
01-10-1962,4.8873e-12
01-11-1962,4.8873e-12
01-12-1962,4.8873e-12
01-01-1963,7.6364e-12
01-02-1963,7.6364e-12
01-03-1963,7.6364e-12
01-04-1963,7.6364e-12
01-05-1963,7.6364e-12
01-06-1963,7.6364e-12
01-07-1963,7.6364e-12
01-08-1963,7.6364e-12
01-09-1963,7.6364e-12
01-10-1963,7.6364e-12
01-11-1963,7.6364e-12
01-12-1963,7.6364e-12
01-01-1964,7.6364e-12
01-02-1964,1.5273e-11
01-03-1964,1.5273e-11
01-04-1964,1.5273e-11
01-05-1964,1.5273e-11
01-06-1964,1.5273e-11
01-07-1964,1.5273e-11
01-08-1964,1.5273e-11
01-09-1964,1.5273e-11
01-10-1964,1.5273e-11
01-11-1964,1.5273e-11
01-12-1964,1.5273e-11
01-01-1965,1.5273e-11
01-02-1965,1.5273e-11
01-03-1965,2.4e-11
01-04-1965,2.4e-11
01-05-1965,2.4e-11
01-06-1965,2.4e-11
01-07-1965,2.4e-11
01-08-1965,2.4e-11
01-09-1965,2.4e-11
01-10-1965,2.4e-11
01-11-1965,2.4e-11
01-12-1965,2.4e-11
01-01-1966,2.4e-11
01-02-1966,2.4e-11
01-03-1966,3.0545e-11
01-04-1966,3.0545e-11
01-05-1966,3.0545e-11
01-06-1966,3.0545e-11
01-07-1966,3.0545e-11
01-08-1966,3.0545e-11
01-09-1966,3.0545e-11
01-10-1966,3.0545e-11
01-11-1966,3.0545e-11
01-12-1966,3.0545e-11
01-01-1967,3.0545e-11
01-02-1967,3.0545e-11
01-03-1967,3.8182e-11
01-04-1967,3.8182e-11
01-05-1967,3.8182e-11
01-06-1967,3.8182e-11
01-07-1967,3.8182e-11
01-08-1967,3.8182e-11
01-09-1967,3.8182e-11
01-10-1967,3.8182e-11
01-11-1967,3.8182e-11
01-12-1967,3.8182e-11
01-01-1968,3.8182e-11
01-02-1968,3.8182e-11
01-03-1968,4.7127e-11
01-04-1968,4.7127e-11
01-05-1968,4.7127e-11
01-06-1968,4.7127e-11
01-07-1968,4.7127e-11
01-08-1968,4.7127e-11
01-09-1968,4.7127e-11
01-10-1968,4.7127e-11
01-11-1968,4.7127e-11
01-12-1968,4.7127e-11
01-01-1969,4.7127e-11
01-02-1969,4.7127e-11
01-03-1969,4.7127e-11
01-04-1969,4.7127e-11
01-05-1969,5.6727e-11
01-06-1969,5.6727e-11
01-07-1969,5.6727e-11
01-08-1969,5.6727e-11
01-09-1969,5.6727e-11
01-10-1969,5.6727e-11
01-11-1969,5.6727e-11
01-12-1969,5.6727e-11
01-01-1970,5.6727e-11
01-02-1970,5.6727e-11
01-03-1970,5.6727e-11
01-04-1970,5.6727e-11
01-05-1970,6.8073e-11
01-06-1970,6.8073e-11
01-07-1970,6.8073e-11
01-08-1970,6.8073e-11
01-09-1970,6.8073e-11
01-10-1970,6.8073e-11
01-11-1970,6.8073e-11
01-12-1970,6.8073e-11
01-01-1971,6.8073e-11
01-02-1971,6.8073e-11
01-03-1971,6.8073e-11
01-04-1971,6.8073e-11
01-05-1971,8.2036e-11
01-06-1971,8.2036e-11
01-07-1971,8.2036e-11
01-08-1971,8.2036e-11
01-09-1971,8.2036e-11
01-10-1971,8.2036e-11
01-11-1971,8.2036e-11
01-12-1971,8.2036e-11
01-01-1972,8.2036e-11
01-02-1972,8.2036e-11
01-03-1972,8.2036e-11
01-04-1972,8.2036e-11
01-05-1972,9.7745e-11
01-06-1972,9.7745e-11
01-07-1972,9.7745e-11
01-08-1972,9.7745e-11
01-09-1972,9.7745e-11
01-10-1972,9.7745e-11
01-11-1972,9.7745e-11
01-12-1972,9.7745e-11
01-01-1973,9.7745e-11
01-02-1973,9.7745e-11
01-03-1973,9.7745e-11
01-04-1973,9.7745e-11
01-05-1973,1.1345e-10
01-06-1973,1.1345e-10
01-07-1973,1.1345e-10
01-08-1973,1.1345e-10
01-09-1973,1.1345e-10
01-10-1973,1.1345e-10
01-11-1973,1.1345e-10
01-12-1973,1.1345e-10
01-01-1974,1.1345e-10
01-02-1974,1.1345e-10
01-03-1974,1.1345e-10
01-04-1974,1.1345e-10
01-05-1974,1.3702e-10
01-06-1974,1.3702e-10
01-07-1974,1.3702e-10
01-08-1974,1.3702e-10
01-09-1974,1.3702e-10
01-10-1974,1.3702e-10
01-11-1974,1.3702e-10
01-12-1974,1.5098e-10
01-01-1975,1.5098e-10
01-02-1975,1.5098e-10
01-03-1975,1.5098e-10
01-04-1975,1.5098e-10
01-05-1975,1.9375e-10
01-06-1975,1.9375e-10
01-07-1975,1.9375e-10
01-08-1975,1.9375e-10
01-09-1975,1.9375e-10
01-10-1975,1.9375e-10
01-11-1975,1.9375e-10
01-12-1975,1.9375e-10
01-01-1976,1.9375e-10
01-02-1976,1.9375e-10
01-03-1976,1.9375e-10
01-04-1976,1.9375e-10
01-05-1976,2.7927e-10
01-06-1976,2.7927e-10
01-07-1976,2.7927e-10
01-08-1976,2.7927e-10
01-09-1976,2.7927e-10
01-10-1976,2.7927e-10
01-11-1976,2.7927e-10
01-12-1976,2.7927e-10
01-01-1977,2.7927e-10
01-02-1977,2.7927e-10
01-03-1977,2.7927e-10
01-04-1977,2.7927e-10
01-05-1977,4.0233e-10
01-06-1977,4.0233e-10
01-07-1977,4.0233e-10
01-08-1977,4.0233e-10
01-09-1977,4.0233e-10
01-10-1977,4.0233e-10
01-11-1977,4.0233e-10
01-12-1977,4.0233e-10
01-01-1978,4.0233e-10
01-02-1978,4.0233e-10
01-03-1978,4.0233e-10
01-04-1978,4.0233e-10
01-05-1978,5.6727e-10
01-06-1978,5.6727e-10
01-07-1978,5.6727e-10
01-08-1978,5.6727e-10
01-09-1978,5.6727e-10
01-10-1978,5.6727e-10
01-11-1978,5.6727e-10
01-12-1978,5.6727e-10
01-01-1979,5.6727e-10
01-02-1979,5.6727e-10
01-03-1979,5.6727e-10
01-04-1979,5.6727e-10
01-05-1979,8.2473e-10
01-06-1979,8.2473e-10
01-07-1979,8.2473e-10
01-08-1979,8.2473e-10
01-09-1979,8.2473e-10
01-10-1979,8.2473e-10
01-11-1979,1.0665e-9
01-12-1979,1.0665e-9
01-01-1980,1.0665e-9
01-02-1980,1.0665e-9
01-03-1980,1.0665e-9
01-04-1980,1.0665e-9
01-05-1980,1.5089e-9
01-06-1980,1.5089e-9
01-07-1980,1.5089e-9
01-08-1980,1.5089e-9
01-09-1980,1.5089e-9
01-10-1980,1.5089e-9
01-11-1980,2.105e-9
01-12-1980,2.105e-9
01-01-1981,2.105e-9
01-02-1981,2.105e-9
01-03-1981,2.105e-9
01-04-1981,2.105e-9
01-05-1981,3.0781e-9
01-06-1981,3.0781e-9
01-07-1981,3.0781e-9
01-08-1981,3.0781e-9
01-09-1981,3.0781e-9
01-10-1981,3.0781e-9
01-11-1981,4.3375e-9
01-12-1981,4.3375e-9
01-01-1982,4.3375e-9
01-02-1982,4.3375e-9
01-03-1982,4.3375e-9
01-04-1982,4.3375e-9
01-05-1982,6.0393e-9
01-06-1982,6.0393e-9
01-07-1982,6.0393e-9
01-08-1982,6.0393e-9
01-09-1982,6.0393e-9
01-10-1982,6.0393e-9
01-11-1982,8.5702e-9
01-12-1982,8.5702e-9
01-01-1983,8.5702e-9
01-02-1983,8.5702e-9
01-03-1983,8.5702e-9
01-04-1983,8.5702e-9
01-05-1983,1.2646e-8
01-06-1983,1.2646e-8
01-07-1983,1.2646e-8
01-08-1983,1.2646e-8
01-09-1983,1.2646e-8
01-10-1983,1.2646e-8
01-11-1983,2.0771e-8
01-12-1983,2.0771e-8
01-01-1984,2.0771e-8
01-02-1984,2.0771e-8
01-03-1984,2.0771e-8
01-04-1984,2.0771e-8
01-05-1984,3.5337e-8
01-06-1984,3.5337e-8
01-07-1984,3.5337e-8
01-08-1984,3.5337e-8
01-09-1984,3.5337e-8
01-10-1984,3.5337e-8
01-11-1984,6.0567e-8
01-12-1984,6.0567e-8
01-01-1985,6.0567e-8
01-02-1985,6.0567e-8
01-03-1985,6.0567e-8
01-04-1985,6.0567e-8
01-05-1985,1.2113e-7
01-06-1985,1.2113e-7
01-07-1985,1.2113e-7
01-08-1985,1.2113e-7
01-09-1985,1.2113e-7
01-10-1985,1.2113e-7
01-11-1985,2.1818e-7
01-12-1985,2.1818e-7
01-01-1986,2.1818e-7
01-02-1986,2.1818e-7
01-03-1986,2.9236e-7
01-04-1986,2.9236e-7
01-05-1986,2.9236e-7
01-06-1986,2.9236e-7
01-07-1986,2.9236e-7
01-08-1986,2.9236e-7
01-09-1986,2.9236e-7
01-10-1986,2.9236e-7
01-11-1986,2.9236e-7
01-12-1986,2.9236e-7
01-01-1987,3.5084e-7
01-02-1987,3.5084e-7
01-03-1987,4.9745e-7
01-04-1987,4.9745e-7
01-05-1987,5.9695e-7
01-06-1987,7.1633e-7
01-07-1987,7.1633e-7
01-08-1987,7.1636e-7
01-09-1987,8.7273e-7
01-10-1987,9.6e-7
01-11-1987,1.0909e-6
01-12-1987,1.3091e-6
01-01-1988,1.6364e-6
01-02-1988,1.92e-6
01-03-1988,2.2691e-6
01-04-1988,2.64e-6
01-05-1988,3.168e-6
01-06-1988,3.7702e-6
01-07-1988,4.5251e-6
01-08-1988,5.6553e-6
01-09-1988,6.8945e-6
01-10-1988,8.6182e-6
01-11-1988,1.12e-5
01-12-1988,1.47e-5
01-01-1989,1.9772e-5
01-02-1989,2.3236e-5
01-03-1989,2.3236e-5
01-04-1989,2.3236e-5
01-05-1989,2.96e-5
01-06-1989,4.3636e-5
01-07-1989,5.4473e-5
01-08-1989,7.0138e-5
01-09-1989,9.072e-5
01-10-1989,1.3881e-4
01-11-1989,2.0267e-4
01-12-1989,2.8661e-4
01-01-1990,4.6689e-4
01-02-1990,7.2886e-4
01-03-1990,0.001336
01-04-1990,0.001336
01-05-1990,0.001336
01-06-1990,0.0014028
01-07-1990,0.0017835
01-08-1990,0.0018922
01-09-1990,0.0022023
01-10-1990,0.0023364
01-11-1990,0.0030289
01-12-1990,0.0032134
