data,Brasília,Campo Grande,Cuiabá,Goiânia,Belo Horizonte,Rio de Janeiro,São Paulo,Vitória,Curitiba,Florianópolis,Porto Alegre,Belém,Boa Vista,Macapá,Manaus,Palmas,Porto Velho,Rio Branco,Aracaju,Fortaleza,João Pessoa,Maceió,Natal,Recife,Salvador,São Luís,Teresina,Macaé
11-2001,124.69,NA,NA,103.48,119.27,125.18,127.28,112.94,129.87,125.09,127.19,108.07,NA,NA,NA,NA,NA,NA,101.39,98.21,97.37,NA,94.12,96.71,92.13,NA,NA,NA
12-2001,127.09,NA,NA,106.16,121.02,126.2,128.6,116.51,130.67,127.84,131.12,110.33,NA,NA,NA,NA,NA,NA,105.43,99.19,98.28,NA,97.28,98.91,96.57,NA,NA,NA
01-2002,128.59,NA,NA,109.13,121.59,126.4,129.21,117.78,125.55,122.94,132.92,110.65,NA,NA,NA,NA,NA,NA,108.09,104.34,107.65,NA,106.24,102.72,100.22,NA,NA,NA
02-2002,126.6,NA,NA,109.37,118.2,123.42,128.63,117.78,124.5,120.35,129.14,113.67,NA,NA,NA,NA,NA,NA,110.59,104.74,101.87,NA,108.23,105.28,100.46,NA,NA,NA
03-2002,124.14,NA,NA,107.3,116.18,126.65,129.89,116.25,122.98,119.58,128.65,114.84,NA,NA,NA,NA,NA,NA,112.62,107.7,103.82,NA,109.09,103.67,103.25,NA,NA,NA
04-2002,123.3,NA,NA,108.65,118.25,127.97,132.22,116,124.93,122.61,136.09,115.63,NA,NA,NA,NA,NA,NA,112.27,104.31,102.34,NA,106.99,105.09,103.09,NA,NA,NA
05-2002,119.43,NA,NA,107.11,116.93,125.55,129.26,113.65,124.53,122.15,133.5,118.85,NA,NA,NA,NA,NA,NA,110.15,104.12,104.02,NA,110.12,101.95,99.33,NA,NA,NA
06-2002,122.1,NA,NA,108.72,118.56,125.09,131.5,115.34,124.65,124.72,134.41,118.53,NA,NA,NA,NA,NA,NA,111.27,107.04,107.94,NA,111.26,107.23,102.37,NA,NA,NA
07-2002,123.71,NA,NA,113.72,121.93,127.39,134.64,120.73,129.06,126.89,137.44,118.68,NA,NA,NA,NA,NA,NA,112.44,110.68,104.41,NA,113.25,109.49,103.92,NA,NA,NA
08-2002,124.98,NA,NA,116.32,123.27,128.81,138.29,122.37,129.76,128.72,139.14,121.45,NA,NA,NA,NA,NA,NA,120.27,114.55,107.84,NA,110.62,109.83,108.69,NA,NA,NA
09-2002,131.02,NA,NA,116.98,134.09,133.77,140.45,123.34,135.43,131.65,148.55,122.05,NA,NA,NA,NA,NA,NA,121.34,113.28,107.27,NA,111.91,109.38,109.98,NA,NA,NA
10-2002,134.72,NA,NA,121.04,133.39,134.72,142.12,124.6,137.85,137.62,151.22,124.9,NA,NA,NA,NA,NA,NA,118.15,110.94,112.42,NA,111.33,110.81,111.95,NA,NA,NA
11-2002,144.78,NA,NA,130.57,144.43,148.05,154.74,132.44,150.65,147.77,161.58,132.1,NA,NA,NA,NA,NA,NA,125.6,118.8,116.71,NA,120.02,116.25,117.25,NA,NA,NA
12-2002,147.93,NA,NA,137.51,150.94,146.59,158.73,135.49,152.18,148.64,164.05,136.6,NA,NA,NA,NA,NA,NA,133.28,119.39,120.78,NA,124.65,124.81,126.99,NA,NA,NA
01-2003,155.98,NA,NA,141.61,150.53,150.74,162.79,137.93,154.13,150.64,164.97,139.39,NA,NA,NA,NA,NA,NA,140.63,132.4,125.97,NA,129.28,126.62,132.43,NA,NA,NA
02-2003,160.69,NA,NA,143.78,153.62,156.1,166.54,143.98,158.24,155.5,165.55,141.94,NA,NA,NA,NA,NA,NA,145.21,136.16,131.74,NA,137.66,135.99,134.4,NA,NA,NA
03-2003,167.49,NA,NA,153.6,163.76,166.76,174.59,149.28,166.89,163.1,172.85,151.22,NA,NA,NA,NA,NA,NA,148.41,142.43,133.55,NA,139.84,136.71,140.27,NA,NA,NA
04-2003,170.14,NA,NA,151.08,167.94,173.2,185.4,155.75,170.33,164.49,184.64,162.28,NA,NA,NA,NA,NA,NA,156.59,149.66,143.43,NA,150.57,147.5,147.14,NA,NA,NA
05-2003,164.13,NA,NA,148.23,161.02,166.52,175.95,149.85,163.53,162.41,174.24,158.5,NA,NA,NA,NA,NA,NA,157.83,142.65,138.35,NA,145.9,142.36,142.66,NA,NA,NA
06-2003,159.08,NA,NA,140.79,152.28,157.31,169.22,146.67,155.33,154.43,167.96,142.37,NA,NA,NA,NA,NA,NA,151.64,137.8,134.94,NA,137.29,141.83,140.17,NA,NA,NA
